Date,Bitcoin,Crypto,Cryptocurrency,ETH,Crypto Ban,Crypto Bubble,Bull,Bear,Hack,Crypto Market,Stocks,Time to buy,should I sell,how to buy,exchange,wallet,mining,blockchain,Bitcoin_delta,Crypto_delta,Cryptocurrency_delta,ETH_delta,Crytpo Regulations_delta,Crypto Ban_delta,Crypto Bubble_delta,Bull_delta,Bear_delta,Hack_delta,Crypto Market_delta,Stocks_delta,Time to buy_delta,should I sell_delta,how to buy_delta,exchange_delta,wallet_delta,mining_delta,blockchain_delta,Open,High,Low,Close,Volume,PriceDelta,VolumeDelta,Twitter_Positive,Twitter_Neutral,Twitter_Negative,Telegram_Positive,Telegram_Neutral,Telegram_Negative,EMA3,EMA7,EMA14,EMA20,EMA50,Volume_USDT,VolumeDelta_USDT,Volatility_USDT,Yesterday_Price,3day_Past_Mean_Price,7day_Past_Mean_Price,Yesterday_Volume,3day_Past_Mean_Volume,7day_Past_Mean_Volume,Yesterday_Vol_USDT,3day_Past_Mean_Vol_USDT,7day_Past_Mean_Vol_USDT,RSI,RSI_BuySellFlag,EMA_BuySellFlag
6/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.201355,245.981049,239.724533,241.93132,8114873845,0.709335,-1179090069,941,5038,133,12,59,5,241.9562124,238.8517361,231.1142429,225.8434894,209.0335654,23548822467,-6065601852,0.016587,241.221985,242.5265657,240.9922201,9293963914,9193084021,11058536171,29614424319,28260104092,33650301648,62.5679352,0,0
6/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.908081,245.435257,236.325256,245.167252,9544883157,3.235932,1430009312,884,4188,207,19,78,5,243.5617322,240.430615,232.9879774,227.6838477,210.4505727,29418233806,5869411339,0.010728,241.93132,242.773519,243.0195836,8114873845,8984573639,10674247363,23548822467,27527160197,32851602982,63.95599619,0,0
6/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.178574,246.644196,241.542191,246.309906,8076783299,1.142654,-1468099858,938,5335,250,449,97,12,244.9358191,241.9004378,234.7642346,229.457758,211.8568211,23773499797,-5644734009,0.012181,245.167252,244.4694927,242.9221759,9544883157,8578846767,9834969558,29418233806,25580185357,30587871853,64.45720236,0,0
6/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.175018,248.342438,242.338547,244.911453,8446545788,-1.398453,369762489,1068,5681,161,904,111,8,244.923636,242.6531916,236.117197,230.9295385,213.1530812,25504409744,1730909947,0.019619,246.309906,245.4628703,244.0210899,8076783299,8689404081,9072746446,23773499797,26232047782,27719086449,63.29712963,0,0
6/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.822067,248.651154,242.819748,247.444946,8792990206,2.533493,346444418,1186,6548,199,182,127,1,246.184291,243.8511302,237.6275636,232.5024345,214.4978602,26529161098,1024751354,0.022484,244.911453,246.2221017,244.4876077,8446545788,8438773098,8920064930,25504409744,25269023546,27143659532,64.54216724,0,0
6/11/2020,72,13,8,6,0,0,83,74,37,0,38,4,0,59,72,28,17,5,72,13,8,6,0,0,0,83,74,37,0,38,4,0,59,72,28,17,5,247.548538,249.888306,229.942978,231.702667,12356528860,-15.742279,3563538654,976,5583,199,475,88,8,238.943479,240.8140144,236.8375773,232.4262661,215.1725585,39277703093,12748541995,0.015103,247.444946,241.353022,242.6699327,8792990206,9865354951,9232367010,26529161098,30437091312,28238036332,52.60184614,0,-1
6/12/2020,85,11,6,7,3,0,100,83,32,0,44,14,5,76,61,33,13,0,13,-2,-2,1,0,3,0,17,9,-5,0,6,10,5,17,-11,5,-4,-5,231.625458,239.354691,229.645065,237.49321,8868955009,5.790543,-3487573851,2108,5749,384,27,132,7,238.2183445,239.9838133,236.924995,232.9088322,216.0478781,28748565604,-10529137489,0.010401,231.702667,238.8802743,242.1372506,12356528860,10006158025,9171651452,39277703093,31518476598,28114342230,55.8381972,0,1
6/13/2020,57,11,3,4,8,0,76,78,38,0,27,7,0,78,61,30,23,5,-28,0,-3,-3,0,5,0,-24,-5,6,0,-17,-7,-5,2,0,-3,10,5,237.544617,239.1931,235.889679,238.908844,7141624980,1.415634,-1727330029,2411,5628,353,26,123,3,238.5635943,239.715071,237.1895082,233.4802619,216.9443866,21716523327,-7032042277,0.005484,237.49321,236.034907,241.7054683,8868955009,9455702950,9032615900,28748565604,29914264008,27852585210,56.61806236,0,0
6/14/2020,64,7,5,0,0,0,96,90,42,2,20,11,0,79,57,28,12,5,7,-4,2,-4,0,-8,0,20,12,4,2,-7,4,0,1,-4,-2,-11,0,238.968185,239.101456,232.958191,234.1147,7439385176,-4.794144,297760196,2658,5901,413,29,144,1,236.3391471,238.3149782,236.7795338,233.5406846,217.6177322,21206505066,-510018261,0.011498,238.908844,236.838918,240.1265323,7141624980,7816655055,8731830474,21716523327,23890531332,26679481104,53.19223303,0,0
6/15/2020,63,9,10,2,3,0,90,93,36,0,22,0,0,72,69,29,17,4,-1,2,5,2,0,3,0,-6,3,-6,-2,2,-11,0,-7,12,1,5,-1,234.058304,234.237839,221.24176,229.928909,10536099884,-4.185791,3096714708,2757,6818,391,26,121,12,233.1340281,236.2184609,235.8661172,233.196706,218.1005235,33118696637,11912191571,0.015107,234.1147,234.3174843,237.7863899,7439385176,8372370013,9083161415,21206505066,25347241677,28014509224,50.32885356,0,-1
6/16/2020,70,6,2,4,0,3,88,77,38,0,32,17,0,91,69,33,16,5,7,-3,-8,2,0,-3,3,-2,-16,2,0,10,17,0,19,0,4,-1,1,229.762299,236.394302,228.426147,234.416168,7965648016,4.487259,-2570451868,3161,6796,408,24,110,9,233.775098,235.7678877,235.6727906,233.3128452,218.7403527,25217650481,-7901046156,0.006524,229.928909,232.8199257,236.2870634,10536099884,8647044359,9014461733,33118696637,26514284061,27973543615,53.23514119,0,1
6/17/2020,82,11,5,5,0,2,74,85,39,0,32,4,0,75,71,30,21,6,12,5,3,1,0,0,-1,-14,8,1,0,0,-13,0,-16,2,-3,5,1,234.492371,235.954056,229.341644,233.028275,7701391592,-1.387893,-264256424,3244,7524,432,29,99,11,233.4016865,235.0829845,235.3201885,233.2857433,219.3006634,24323246034,-894404447,0.007437,234.416168,232.457784,234.227539,7965648016,8734379831,8858519074,25217650481,27553197717,27658412892,52.21746474,0,-1
6/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-11,-5,-5,0,0,-2,-74,-85,-39,0,-32,-4,0,-75,-71,-30,-21,-6,232.898697,234.570648,228.951431,232.101166,6713800872,-0.927109,-987590720,2585,7002,469,22,119,10,232.7514263,234.3375299,234.8909855,233.1729264,219.8026439,21264596740,-3058649294,0.007243,233.028275,233.1818697,234.2844674,7701391592,7460280160,8052415076,24323246034,23601831085,25085111984,51.50910349,0,0
6/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.954971,232.154114,226.795181,227.13829,6946372590,-4.962876,232571718,2728,7157,442,40,93,3,229.9448581,232.5377199,233.8572928,232.5981991,220.0903162,23397934727,2133337987,0.011904,232.101166,230.7559103,232.8051931,6713800872,7120521685,7777760444,21264596740,22995259167,24320736145,47.77308023,0,0
6/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.976364,231.44902,226.640625,229.274261,6252830566,2.135971,-693542024,2779,6205,381,10,73,3,229.6095596,231.7218552,233.2462219,232.2816336,220.4504709,20222952960,-3174981767,0.014736,227.13829,229.5045723,231.4288241,6946372590,6637668009,7650789814,23397934727,21628494809,24107368949,49.4717405,0,0
6/21/2020,55,12,2,4,2,0,99,87,44,0,19,10,9,89,41,32,13,1,55,12,2,4,0,2,0,99,87,44,0,19,10,9,89,41,32,13,1,229.216141,232.358948,228.492996,228.989822,5600408178,-0.284439,-652422388,2661,5826,373,30,87,12,229.2996908,231.0388469,232.6787019,231.9681277,220.7853475,18590123868,-1632829092,0.008428,229.274261,228.4674577,230.6966987,6252830566,6266537111,7388078814,20222952960,20737003852,23733600207,49.24205859,0,0
6/22/2020,62,8,5,6,0,0,98,83,39,2,28,13,0,94,64,33,17,3,7,-4,3,2,0,-2,0,-1,-4,-5,2,9,3,-9,5,23,1,4,2,229.003372,243.776016,228.934738,242.533188,9079586552,13.543366,3479178374,3120,7798,472,29,123,11,235.9164394,233.9124322,233.9926334,232.9743239,221.6382039,25901068733,7310944865,0.012791,228.989822,233.5990903,232.49731,5600408178,6977608432,7180005481,18590123868,21571381854,22702510506,59.00213102,0,1
6/23/2020,65,7,5,7,2,0,90,75,41,0,27,9,3,88,73,28,17,5,3,-1,0,1,0,2,0,-8,-8,2,-2,-1,-4,3,-6,9,-5,0,2,242.537018,244.86441,239.759735,244.142151,6624530348,1.608963,-2455056204,3173,7073,411,21,121,8,240.0292952,236.4698619,235.3459024,234.0379265,222.5207117,21481732223,-4419336510,0.012034,242.533188,238.5550537,233.8867361,9079586552,7101508359,6988417243,25901068733,21990974941,22168807898,59.98650396,0,0
6/24/2020,70,10,6,7,0,0,84,93,41,0,30,6,10,88,63,26,14,6,5,3,1,0,0,-2,0,-6,18,0,0,3,-3,7,0,-10,-2,-3,1,244.185928,248.508026,232.807739,235.772461,8815030025,-8.36969,2190499677,2984,7208,494,16,106,8,237.9008781,236.2955117,235.4027769,234.2031203,223.0403881,25367004473,3885272250,0.015021,244.142151,240.8159333,234.2787627,6624530348,8173048975,7147508447,21481732223,24249935143,22317916246,52.87449042,0,0
6/25/2020,66,11,7,4,0,9,80,87,46,0,27,9,0,88,55,31,16,6,-4,1,1,-3,0,0,9,-4,-6,5,0,-3,3,-10,0,-8,5,2,0,235.70285,236.053406,230.2966,232.944489,7010426122,-2.827972,-1804603903,2655,6667,465,461,108,8,235.4226835,235.457756,235.0750052,234.0832506,223.4287842,21617089198,-3749915275,0.01286,235.772461,237.6197003,234.3992374,8815030025,7483328832,7189883483,25367004473,22821941965,22368272312,50.68777307,0,-1
6/26/2020,66,11,6,2,0,0,88,87,37,0,27,6,4,82,66,22,14,6,0,0,-1,-2,0,0,-9,8,0,-9,0,0,-3,4,-6,11,-9,-2,0,232.877487,233.901932,229.25946,229.668045,7187490226,-3.276444,177064104,2054,5165,278,13,81,7,232.5453643,234.0103282,234.3540771,233.6627549,223.6734611,22595324560,978235362,0.00972,232.944489,232.7949983,234.760631,7010426122,7670982124,7224328860,21617089198,23193139410,22253613716,48.20057158,0,0
6/27/2020,65,8,4,3,0,0,82,93,42,0,25,8,0,74,58,28,13,3,-1,-3,-2,1,0,0,0,-6,6,5,0,-2,2,-4,-8,-8,6,-1,-3,229.631485,232.493423,220.564575,222.959793,6918380955,-6.708252,-269109271,1085,2591,153,35,89,6,227.7525786,231.2476944,232.8348393,232.6434252,223.6454741,22069989504,-525335056,0.016036,229.668045,228.524109,233.8585641,7187490226,7038765768,7319407487,22595324560,22094134421,22517476080,43.49474565,0,0
6/28/2020,76,11,6,3,0,0,95,96,42,0,16,0,0,92,48,23,15,1,11,3,2,0,0,0,0,13,3,0,0,-9,-8,0,18,-10,-5,2,-2,222.91449,228.598282,219.472672,225.347168,6205925718,2.387375,-712455237,1929,3748,231,16,54,5,226.5498733,229.7725628,231.8364831,231.9485435,223.7122072,18015458533,-4054530971,0.02472,222.959793,225.9916687,233.338185,6918380955,6770598966,7405909992,22069989504,20893590866,22435381032,45.53279509,0,0
6/29/2020,69,13,5,4,0,0,78,91,41,0,26,9,0,68,59,27,16,1,-7,2,-1,1,0,0,0,-17,-5,-1,0,10,9,0,-24,11,4,1,0,225.361435,229.903214,222.25499,228.19487,6726164653,2.847702,520238935,2748,4194,293,20,104,4,227.3723717,229.3781396,231.3509347,231.5910508,223.8879979,20201360245,2185901712,0.010142,225.347168,225.5006103,231.2898539,6205925718,6616823775,7069706864,18015458533,20095602761,21621136962,47.94464286,0,0
6/30/2020,79,10,6,6,0,0,65,84,39,0,27,12,3,93,41,20,10,1,10,-3,1,2,0,0,0,-13,-7,-2,0,1,3,3,25,-18,-7,-6,0,227.96843,229.476807,224.815186,226.315002,6094093001,-1.879868,-632071652,1946,4258,266,24,112,7,226.8436868,228.6123552,230.679477,231.08857,223.9831746,18926019120,-1275341125,0.009385,228.19487,226.6190133,228.7431183,6726164653,6342061124,6993930100,20201360245,19047612633,21256035090,46.48141605,0,0
7/1/2020,73,3,5,4,0,0,65,95,34,0,29,7,0,100,67,26,14,3,-6,-7,-1,-2,0,0,0,0,11,-5,0,2,-5,-3,7,26,6,4,2,226.134583,232.756119,224.835739,231.113419,6463737443,4.798417,369644442,2434,5517,295,22,107,5,228.9785529,229.2376212,230.7373359,231.0909365,224.262792,20410901924,1484882804,0.009245,226.315002,228.541097,228.0775409,6094093001,6427998366,6658031160,18926019120,19846093763,20548020441,50.62374889,0,1
7/2/2020,86,14,8,12,3,0,67,88,36,0,30,10,4,77,66,30,17,5,13,11,3,8,0,3,0,2,-7,2,0,1,3,4,-23,-1,4,3,2,231.28891,232.396881,225.46196,229.392197,6212210566,-1.721222,-251526877,3111,6806,511,28,90,4,229.185375,229.2762651,230.5579841,230.9291518,224.4639451,21713824216,1302922292,0.021554,231.113419,228.940206,227.5700706,6463737443,6256680337,6544000366,20410901924,20350248420,20561839729,49.15406675,0,-1
7/3/2020,63,15,4,3,0,0,55,96,42,0,26,8,0,99,64,26,19,7,-23,1,-4,-9,0,-3,0,-12,8,6,0,-4,-2,-4,22,-2,-4,2,2,229.318954,229.629318,224.913971,225.38707,5109032700,-4.005127,-1103177866,3118,6719,534,28,76,6,227.2862225,228.3039663,229.8685289,230.4013345,224.5001461,17207532375,-4506291841,0.020391,229.392197,228.6308953,226.9585027,6212210566,5928326903,6247077862,21713824216,19777419505,19792155131,45.82061541,0,0
7/4/2020,74,10,6,3,0,0,78,89,49,1,17,7,0,87,57,26,12,6,11,-5,2,0,0,0,0,23,-7,7,1,-9,-1,0,-12,-7,0,-7,-1,225.288483,230.054138,225.133316,229.074112,5228310135,3.687042,119277435,2898,5431,346,21,53,4,228.1801672,228.4965028,229.7626066,230.2749324,224.6795173,16834529314,-373003061,0.014134,225.38707,227.9511263,227.8319769,5109032700,5516517800,6005639174,17207532375,18585295302,19044232247,49.2337707,0,0
7/5/2020,66,15,2,5,2,0,76,93,48,0,18,17,0,88,52,21,17,4,-8,5,-4,2,0,2,0,-2,4,-1,-1,1,10,0,1,-5,-5,5,-2,228.976196,229.85672,224.544495,227.664597,5292172429,-1.409515,63862294,2553,5196,405,17,43,6,227.9223821,228.2885263,229.482872,230.026329,224.7965793,18453609716,1619080402,0.008796,229.074112,227.3752597,228.1630381,5228310135,5209838421,5875102990,16834529314,17498557135,19106825273,47.98913794,0,0
7/6/2020,77,15,11,0,0,0,78,89,39,0,28,14,0,97,58,30,13,5,11,0,9,-5,0,-2,0,2,-4,-9,0,10,-3,0,9,6,9,-4,1,227.685013,242.132706,227.029526,241.510223,8782917553,13.845626,3490745124,3134,7173,494,35,93,4,234.7163026,231.5939505,231.0865188,231.1200332,225.4520163,28513816011,10060206295,0.013126,227.664597,232.749644,230.0652314,5292172429,6434466706,6168924832,18453609716,21267318347,20294318954,58.96343495,0,1
7/7/2020,83,15,10,5,0,4,63,89,35,0,34,8,0,74,59,28,15,9,6,0,-1,5,0,0,4,-15,0,-4,0,6,-6,0,-23,1,-2,2,4,240.972595,242.681854,234.218658,239.075531,6441497597,-2.434692,-2341419956,3221,7607,473,34,110,5,236.8959168,233.4643456,232.1517204,231.8776996,225.9862718,20262759503,-8251056508,0.01316,241.510223,236.0834503,231.8881641,8782917553,6838862526,6218554060,28513816011,22410061743,20485281866,56.69792517,0,0
7/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-15,-10,-5,0,0,-4,-63,-89,-35,0,-34,-8,0,-74,-59,-28,-15,-9,239.159973,248.308868,238.398376,246.670013,9892586411,7.594482,3451088814,3361,8199,502,26,122,4,241.7829649,236.7657625,234.0874928,233.2864914,226.7973989,28520237097,8257477594,0.007715,239.075531,242.418589,234.1105347,6441497597,8372333854,6708389627,20262759503,25765604204,21643758319,61.64798212,0,0
7/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.748291,247.291672,239.898651,243.015961,8429099199,-3.654052,-1463487212,3011,7281,448,29,81,7,242.3994629,238.3283121,235.2779552,234.2131075,227.4334209,24559681375,-3960555722,0.009206,246.670013,242.9205017,236.0567867,9892586411,8254394402,7025088003,28520237097,24447559325,22050309342,58.20059419,0,0
7/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.868011,242.883789,236.73053,240.984985,7281370522,-2.030976,-1147728677,3848,7530,530,36,106,3,241.692224,238.9924803,236.0388925,234.8580483,227.9648548,19416307998,-5143373377,0.011739,243.015961,243.5569863,238.2850603,8429099199,8534352044,7335421978,24559681375,24165408823,22365848716,56.31558008,0,0
7/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.044785,241.527481,238.331238,239.458176,5643067316,-1.526809,-1638303206,2756,5817,528,19,81,10,240.5752,239.1089042,236.494797,235.2961557,228.4155733,16806691103,-2609616895,0.006671,240.984985,241.1530407,239.768498,7281370522,7117845679,7394673004,19416307998,20260893492,22361871829,54.876651,0,0
7/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.459641,243.311142,237.770218,242.131699,6596394718,2.673523,953327402,3021,6174,481,17,77,9,241.3534495,239.8646029,237.2463839,235.9471598,228.9534606,18560508406,1753817303,0.0078,239.458176,240.8582867,241.8352269,5643067316,6506944185,7580990474,16806691103,18261169169,22377143070,56.95089048,0,0
7/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.18187,244.310516,238.232376,239.604584,7787751468,-2.527115,1191356750,2538,5363,421,17,68,6,240.4790167,239.7995982,237.5608106,236.2954859,229.3711517,23293356124,4732847718,0.01027,242.131699,240.398153,241.5629927,6596394718,6675737834,7438823890,18560508406,19553518544,21631363087,54.40509837,0,0
7/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.975616,242.003784,237.796188,240.211487,7357458555,0.606903,-430292913,2521,3942,299,25,85,5,240.3452519,239.9025704,237.9142341,236.6684384,229.7962629,21927614040,-1365742084,0.008188,239.604584,240.6492567,241.7252721,7787751468,7247201580,7569675456,23293356124,21260492857,21869199449,54.9262037,0,0
7/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.143646,241.402695,237.096176,238.423523,6189328448,-1.787964,-1168130107,2339,3989,334,24,101,8,239.3843874,239.5328085,237.9821393,236.8355893,230.1345868,19801020732,-2126593308,0.007346,240.211487,239.413198,240.5472021,7357458555,7111512824,7040638604,21927614040,21673996965,20623597111,53.00424499,0,0
7/16/2020,14,2,1,1,0,0,73,80,69,0,31,4,0,77,68,31,24,8,14,2,1,1,0,0,0,73,80,69,0,31,4,0,77,68,31,24,8,238.450912,239.006256,231.62117,233.640884,5832057567,-4.782639,-357270881,2875,5972,505,30,68,5,236.5126357,238.0598274,237.4033053,236.5313317,230.2720886,20174060342,373039610,0.009249,238.423523,237.425298,239.2079054,6189328448,6459614857,6669632656,19801020732,20634231705,19997079821,48.15068445,0,-1
7/17/2020,8,1,0,1,0,1,79,79,46,1,30,9,0,85,64,34,16,5,-6,-1,-1,0,0,0,1,6,-1,-23,1,-1,5,0,8,-4,3,-8,-3,233.691391,234.41507,232.10997,232.773087,5859850529,-0.867797,27792962,3001,5764,397,22,80,5,234.6428614,236.7381423,236.7859428,236.1734036,230.370167,16824229378,-3349830964,0.007573,233.640884,234.9458313,238.0347771,5832057567,5960412181,6466558372,20174060342,18933103484,19626782875,47.30426559,0,0
7/18/2020,7,1,1,0,2,2,67,89,43,0,29,7,0,72,53,31,16,7,-1,0,1,-1,0,2,1,-12,10,-3,-1,-1,-2,0,-13,-11,-3,0,2,232.855682,236.543976,232.32489,235.48381,5397402117,2.710723,-462448412,2635,4925,323,22,73,2,235.0633357,236.4245592,236.6123251,236.107728,230.570702,15430964635,-1393264743,0.01085,232.773087,233.965927,237.4670106,5859850529,5696436738,6431463343,16824229378,17476418118,19430250522,50.24637791,0,0
7/19/2020,9,2,1,0,0,0,81,94,38,0,23,14,7,76,55,27,15,6,2,1,0,0,0,-2,-2,14,5,-5,0,-6,7,7,4,2,-4,-1,-1,235.458298,239.16069,233.279739,238.487518,6251377305,3.003708,853975188,2457,5121,382,23,87,3,236.7754268,236.9402989,236.8623508,236.3343747,230.8811654,16068695380,637730745,0.010572,235.48381,235.5814717,236.9464133,5397402117,5836209984,6382175141,15430964635,16107963131,19074277233,53.3541828,0,1
7/20/2020,7,2,1,0,0,0,92,97,43,0,28,8,0,87,63,32,14,6,-2,0,0,0,0,0,0,11,3,5,0,5,-6,-7,11,8,5,-1,0,238.494873,239.576248,234.852646,236.153168,5600686192,-2.33435,-650691113,2810,6567,343,27,105,12,236.4642974,236.7435162,236.7677931,236.3171169,231.0879106,16920167824,851472444,0.007206,238.487518,236.7081653,236.4533539,6251377305,5749821871,6069737245,16068695380,16139942613,18163821762,50.70348743,0,-1
7/21/2020,8,2,1,1,2,8,73,98,37,0,36,7,0,90,69,28,20,7,1,0,0,1,0,2,8,-19,1,-6,0,8,-1,0,3,6,-4,6,1,236.302505,246.186264,235.680969,245.016724,6806696015,8.863556,1206009823,3033,7086,496,37,73,3,240.7405107,238.8118181,237.8676506,237.1456509,231.6341386,22047241258,5127073434,0.00863,236.153168,239.8858033,237.1398163,5600686192,6219586504,5991056882,16920167824,18345368154,18180911364,59.02714614,0,1
7/22/2020,9,2,1,1,1,0,83,95,37,0,31,7,0,93,70,33,20,6,1,0,0,0,0,-1,-8,10,-3,0,0,-5,0,0,3,1,5,0,-1,245.037262,262.985046,242.484344,262.190643,7702077383,17.173919,895381368,2981,8561,498,31,107,6,251.4655769,244.6565244,241.1107162,239.5308883,232.8324329,21007802308,-1039438950,0.013402,245.016724,247.786845,240.5351191,6806696015,6703153197,6207163873,22047241258,19991737130,18353308732,69.70193079,0,0
7/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-2,-1,-1,0,-1,0,-83,-95,-37,0,-31,-7,0,-93,-70,-33,-20,-6,262.388641,277.583466,261.047089,274.689056,10281309262,12.498413,2579231879,3500,10421,560,26,127,2,263.0773164,252.1646573,245.5878282,242.8792852,234.4738691,24897129948,3889327640,0.007263,262.190643,260.632141,246.3991437,7702077383,8263360887,6842771258,21007802308,22650724505,19028032962,74.83944728,0,0
7/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.722687,286.192841,269.239777,279.215424,9466060358,4.526368,-815248904,3668,9008,529,28,125,5,271.1463702,258.927349,250.0715076,246.3398698,236.2284398,22338273101,-2558856847,0.006817,274.689056,272.0317077,253.0337633,10281309262,9149815668,7357944090,24897129948,22747735119,19815753493,76.40017361,0,0
7/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.026367,306.740997,279.026367,304.056763,10785021813,24.841339,1318961455,3707,9142,531,32,122,8,287.6015666,270.2097025,257.2695417,251.8367168,238.8883741,25077707687,2739434586,0.006686,279.215424,285.987081,262.8298994,9466060358,10177463811,8127604047,22338273101,24104370245,21193859644,82.73124736,0,0
7/26/2020,32,8,2,5,3,0,91,91,36,0,13,6,0,95,49,28,16,6,32,8,2,5,0,3,0,91,91,36,0,13,6,0,95,49,28,16,6,303.692383,316.386322,300.267822,309.643616,12003973026,5.586853,1218951213,3620,9347,524,47,117,8,298.6225913,280.0681808,264.2527516,257.3421358,241.6630895,28852807826,3775100139,0.0157,304.056763,297.638601,272.9950563,10785021813,10751685066,8949403436,25077707687,25422929538,23020161422,83.78482633,0,0
7/27/2020,30,7,2,5,0,0,100,77,39,0,23,9,4,79,62,33,17,7,-2,-1,0,0,0,-3,0,9,-14,3,0,10,3,4,-16,13,5,1,1,309.657928,330.701202,309.657928,321.514099,15644257058,11.870483,3640284032,4176,11429,787,46,171,8,310.0683452,290.4296604,271.8875979,263.4537513,244.7945016,44309144839,15456337013,0.022055,309.643616,311.7381593,285.189475,12003973026,12811083966,10384199274,28852807826,32746553451,26932872424,85.77119712,0,0
7/28/2020,70,6,3,4,0,0,77,79,32,0,24,16,4,83,65,24,22,10,40,-1,1,-1,0,0,0,-23,2,-7,0,1,7,0,4,3,-9,5,3,321.829742,325.905975,307.721344,316.657257,12357108065,-4.856842,-3287148993,3253,8596,598,47,158,7,313.3628011,296.9865595,277.8568858,268.5207519,247.6126489,37054214114,-7254930725,0.012377,321.514099,315.938324,295.4238369,15644257058,13335112716,11177115281,44309144839,36738722260,29076725689,81.37862087,0,0
7/29/2020,42,5,4,3,2,0,79,75,32,3,26,9,3,83,68,29,18,6,-28,-1,1,-1,0,2,0,2,-4,0,3,2,-7,-1,0,3,5,-4,-4,316.555359,324.380798,313.109589,318.190887,10878845706,1.53363,-1478262359,3222,8772,467,62,100,3,315.776844,302.2876414,283.2347526,273.2512409,250.3804229,31945080196,-5109133918,0.012904,316.657257,318.7874143,303.4238717,12357108065,12960070276,11630939327,37054214114,37769479716,30639193959,81.69736541,0,0
7/30/2020,74,15,4,2,0,0,48,94,39,1,36,13,0,86,66,33,17,7,32,10,0,-1,0,-2,0,-31,19,7,-2,10,4,-3,3,-2,4,-1,1,318.144989,338.631195,315.751099,334.586639,11827689045,16.395752,948843339,4003,8923,430,42,91,4,325.1817415,310.3623908,290.0816708,279.0927074,253.6826275,30145197612,-1799882584,0.008343,318.190887,323.1449277,311.9806693,10878845706,11687880939,11851850724,31945080196,33048163974,31388917911,84.7105063,0,0
7/31/2020,70,8,2,7,0,0,84,90,43,0,38,11,4,98,66,32,18,6,-4,-7,-2,5,0,0,0,36,-4,4,-1,2,-2,4,12,0,-1,1,-1,334.633728,348.611359,329.340942,345.554657,12030600492,10.968018,202911447,3607,9162,519,43,122,6,335.3681993,319.1604574,297.478069,285.4224169,257.2854522,31216575237,1071377625,0.00716,334.586639,332.7773943,321.4577026,11827689045,11579045081,12218213601,30145197612,31102284348,32657246787,86.33158962,0,0
